External ID,Name,Status,Last SO Create Date,Agency Region,County/Ward,Shipping Address,Phone,Day of Week,Monthly Options,Starting Time,Ending Time,By Appointment Only,Food Pantry Requirements,Date of Last Verification,Distribution Models,Food Format ,Additional Note on Hours of Operations,Latitude,Longitude
19477-PART-01,Maryland Umbrella Group : Maryland Umbrella Group,Active,2/26/2025,MD,MD Prince George's County,408 Addison Road South Seat Pleasant MD 20743,(301) 219-6650,Wednesday,As Needed,10:00 AM,12:00 PM,Yes,"ID,Income,Zip Code",10/10/2024,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,,38.8858579,-76.8978438
19477-PART-01,Maryland Umbrella Group : Maryland Umbrella Group,Active,2/26/2025,MD,MD Prince George's County,408 Addison Road South Seat Pleasant MD 20743,(301) 219-6650,Tuesday,As Needed,10:00 AM,12:00 PM,Yes,"ID,Income,Zip Code",10/10/2024,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,,38.8858579,-76.8978438
19477-PART-01,Maryland Umbrella Group : Maryland Umbrella Group,Active,2/26/2025,MD,MD Prince George's County,408 Addison Road South Seat Pleasant MD 20743,(301) 219-6650,Monday,As Needed,As Needed,As Needed,Yes,"ID,Income,Zip Code",10/10/2024,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,,38.8858579,-76.8978438
19477-PART-01,Maryland Umbrella Group : Maryland Umbrella Group,Active,2/26/2025,MD,MD Prince George's County,408 Addison Road South Seat Pleasant MD 20743,(301) 219-6650,Thursday,As Needed,10:00 AM,12:00 PM,Yes,"ID,Income,Zip Code",10/10/2024,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,,38.8858579,-76.8978438
19740-PART-01,St. Mark The Evangelist Catholic Church : St. Mark The Evangelist Catholic Church,Active,2/21/2025,MD,MD Prince George's County,7501 Adelphi Road Hyattsville MD 20783,(301) 852-3816,Tuesday,Every week,9:30 AM,12:00 PM,No,ID,12/6/2024,Walk up,Loose groceries,Please bring your own reuseable bags to grocery shop.,38.9825309,-76.9551642
19751-PART-01,Community of Faith United Methodist Church : Community of Faith United Methodist Church,Active,6/18/2024,VA,VA Fairfax County,13224 Franklin Farm Rd Herndon VA 20171,(703) 620-1977,Tuesday,Every week,4:00 PM,6:00 PM,No,ID,9/23/2024,"Drive thru,Walk up",Pre-bagged or boxed groceries,,38.906618,-77.404122
19752-PART-01,ICNA Relief USA Programs Inc. : ICNA Relief USA Programs Inc.,Active,2/26/2025,VA,VA Fairfax County,2912 WOODLAWN TRAIL ALEXANDRIA VA 22306,(571) 662-0786,Thursday,4th of the Month,12:30 PM,1:30 PM,No,,10/8/2024,,,location: DAR ALSALAM 14505 Richmond Hwy Woodbridge VA 22191,38.751443,-77.081172
19752-PART-01,ICNA Relief USA Programs Inc. : ICNA Relief USA Programs Inc.,Active,2/26/2025,VA,VA Fairfax County,2912 WOODLAWN TRAIL ALEXANDRIA VA 22306,(571) 662-0786,Thursday,1st and 3rd of the Month,2:00 PM,4:00 PM,Yes,,10/8/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",location: 2912 Woodlawn Trail Alexandria VA 22306,38.751443,-77.081172
19757-PART-01,Freedom Community Church : Freedom Community Church,Active,2/17/2025,VA,VA Prince William County,9325 Mace Street Manassas Park VA 20111,(571) 409-4892,Monday,Every Other Week,4:00 PM,6:00 PM,No,,10/2/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.7815844,-77.4786797
19758-PART-01,Ebenezer Baptist Church : Ebenezer Baptist Church,Active,2/12/2025,VA,VA Prince William County,13020 Telegraph Road Woodbridge VA 22192,(703) 376-1664,Tuesday,Every week,10:30 AM,12:30 PM,Yes,,10/2/2024,,Pre-bagged or boxed groceries,,38.6698775,-77.2846302
19758-PART-01,Ebenezer Baptist Church : Ebenezer Baptist Church,Active,2/12/2025,VA,VA Prince William County,13020 Telegraph Road Woodbridge VA 22192,(703) 376-1664,Friday,4th of the Month,10:30 AM,12:30 PM,No,,10/2/2024,,,,38.6698775,-77.2846302
19758-PART-01,Ebenezer Baptist Church : Ebenezer Baptist Church,Active,2/12/2025,VA,VA Prince William County,13020 Telegraph Road Woodbridge VA 22192,(703) 376-1664,Sunday,Every week,11:30 AM,12:00 PM,Yes,,10/4/2024,Other,Pre-bagged or boxed groceries,Pantry Food Only,38.6698775,-77.2846302
19758-PART-01,Ebenezer Baptist Church : Ebenezer Baptist Church,Active,2/12/2025,VA,VA Prince William County,13020 Telegraph Road Woodbridge VA 22192,(703) 376-1664,Thursday,Every week,10:30 AM,12:00 PM,Yes,,10/2/2024,,Pre-bagged or boxed groceries,,38.6698775,-77.2846302
19761-PART-01,Salvation Army (Fairfax) : Salvation Army (Fairfax),Active,2/18/2025,VA,VA Fairfax County,4915 Ox Road Fairfax VA 22030,(703) 385-8700,Tuesday,Every week,9:00 AM,4:00 PM,No,"ID,Income",10/7/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,38.8252892,-77.3170212
19761-PART-01,Salvation Army (Fairfax) : Salvation Army (Fairfax),Active,2/18/2025,VA,VA Fairfax County,4915 Ox Road Fairfax VA 22030,(703) 385-8700,Monday,4th of the Month,12:00 PM,3:00 PM,No,"ID,Income,Zip Code",10/7/2024,Drive thru,"Loose groceries,Pre-bagged or boxed groceries",,38.8252892,-77.3170212
19761-PART-01,Salvation Army (Fairfax) : Salvation Army (Fairfax),Active,2/18/2025,VA,VA Fairfax County,4915 Ox Road Fairfax VA 22030,(703) 385-8700,Wednesday,Every week,9:00 AM,4:00 PM,No,"ID,Zip Code",10/7/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,38.8252892,-77.3170212
19854-PART-01,Living Legends Awards for Service to Humanity : Living Legends Awards for Service to Humanity,Active,2/20/2025,MD,MD Montgomery County,18800 New Hampshire Avenue Ashton MD 20861,(240) 832-1039,Sunday,Every Other Week,7:00 AM,3:00 PM,No,,10/3/2024,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,,39.16457,-77.015449
19283-PART-01,Ebenezer We Care We Share Community : Ebenezer We Care We Share Community,Active,2/21/2025,MD,MD Prince George's County,6016 Princess Garden Parkway New Carrollton MD 20784,(301) 577-7436,Saturday,1st and 3rd of the Month,10:00 AM,1:00 PM,Yes,,10/3/2024,"Drive thru,Home Delivery,Walk up",Loose groceries,,38.9645,-76.8646
19290-PART-01,Shiloh Church Of God 7 Day : Shiloh Church Of God 7 Day,Active,2/25/2025,MD,MD Prince George's County,7 Day 5701 Eastern Ave Hyattsville MD 20781,(443) 531-1955,Saturday,Every week,4:00 PM,6:00 PM,No,,1/2/2025,,,,38.76495,-76.667061
19295-PART-01,Metropolis Club : Metropolis Club,Active,5/14/2024,DC,DC Ward 5,938 Rhode Island Ave NE Washington DC 20018,(301) 793-4236,Monday,Every week,7:00 AM,8:00 PM,No,,11/13/2024,Walk up,Loose groceries,no requirement,38.9226403,-76.9926335
19318-PART-01,"Builders, Inc : Builders, Inc",Active,2/17/2025,MD,MD Prince George's County,5135 Marlboro Pike Capitol Heights MD 20743,(202) 460-8011,Saturday,2nd and 4th of the Month,4:00 AM,6:00 AM,No,"ID,Income,Zip Code",10/2/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",Distribution starts at 4 AM,38.8691157,-76.9189456
19786-PART-01,Plenty to Eat : Plenty to Eat,Active,2/25/2025,DC,DC Ward 5,2315 18th Place NE Washington DC 20018,(202) 556-0662,Wednesday,Every week,11:00 AM,3:00 PM,No,"ID,Zip Code",10/3/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries,Prepared meals",,38.9207541,-76.977739
19786-PART-01,Plenty to Eat : Plenty to Eat,Active,2/25/2025,DC,DC Ward 5,2315 18th Place NE Washington DC 20018,(202) 556-0662,Tuesday,Every week,10:00 AM,3:00 PM,No,"ID,Zip Code",10/3/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,38.9207541,-76.977739
19787-PART-01,First African Methodist Episcopal Church of Alexandria : First African Methodist Episcopal Church of Alexandria,Active,2/16/2025,VA,VA Fairfax County,8653 Richmond Highway Alexandria VA 22309,(571) 758-9141,Wednesday,2nd of the Month,8:30 AM,1:30 PM,No,,10/8/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.7926156,-77.056737
19790-PART-01,St. Francis Xavier Food Pantry : St. Francis Xavier Church Food Pantry,Active,2/14/2025,DC,DC Ward 7,2815 O street SE Washington DC 20020,(202) 251-7692,Saturday,2nd of the Month,9:00 AM,11:30 AM,No,ID,9/19/2024,Walk up,Pre-bagged or boxed groceries,,38.872518,-76.9672684
19792-PART-01,Holy Mountain International Ministries : Holy Mountain International Ministries,Active,2/22/2025,MD,MD Prince George's County,6721 Mid Cities Avenue Beltsville MD 20705,(443) 367-1951,Friday,Every week,10:00 AM,Until Food Runs Out,No,Zip Code,9/24/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries,Prepared meals",Can call to make an appointment any day,39.0537598,-76.8886164
19801-PART-01,Operation Ernie's Plate : Operation Earnie's Plate,Active,2/25/2025,MD,MD Prince George's County,8500 Mike Shapiro Dr Clinton MD 20735,(301) 404-4461,Saturday,Every week,10:00 AM,2:00 PM,No,Zip Code,10/8/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries,Prepared meals",,38.771842,-76.882642
19801-PART-01,Operation Ernie's Plate : Operation Earnie's Plate,Active,2/25/2025,MD,MD Prince George's County,8500 Mike Shapiro Dr Clinton MD 20735,(301) 404-4461,As Needed,Every week,8:00 AM,2:00 PM,No,Zip Code,10/10/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries,Prepared meals",,38.771842,-76.882642
19801-PART-01,Operation Ernie's Plate : Operation Earnie's Plate,Active,2/25/2025,MD,MD Prince George's County,8500 Mike Shapiro Dr Clinton MD 20735,(301) 404-4461,Monday,2nd of the Month,12:00 PM,2:00 PM,No,"ID,Income",10/8/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.771842,-76.882642
19801-PART-01,Operation Ernie's Plate : Operation Earnie's Plate,Active,2/25/2025,MD,MD Prince George's County,8500 Mike Shapiro Dr Clinton MD 20735,(301) 404-4461,Wednesday,Every week,8:00 AM,2:00 PM,No,Zip Code,10/8/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries,Prepared meals",,38.771842,-76.882642
19809-PART-01,First African Methodist Episcopal Church of Gaithersburg : First African Methodist Episcopal Church of Gaithersburg,Active,10/25/2024,MD,MD Montgomery County,17620 Washington Grove Lane Gaithersburg MD 20877,(240) 632-9760,Saturday,1st of the Month,2:00 PM,4:00 PM,No,Zip Code,10/3/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",,39.1392645,-77.1799566
19810-PART-01,Ebenezer AME Church : Ebenezer AME Church,Active,11/14/2024,MD,MD Prince George's County,7703 Allentown Road Fort Washington MD 20744,,Tuesday,,10:00 AM,2:00 PM,No,,11/14/2024,,,,38.7844322,-76.9420297
19810-PART-01,Ebenezer AME Church : Ebenezer AME Church,Active,11/14/2024,MD,MD Prince George's County,7703 Allentown Road Fort Washington MD 20744,,Thursday,,10:00 AM,2:00 PM,No,,11/14/2024,,,,38.7844322,-76.9420297
19815-PART-01,Harvest Gleaners : Harvest Gleaners,Active,2/16/2025,MD,MD Montgomery County,3210 Norbeck Road Silver Spring MD 20906,(301) 503-7397,Wednesday,1st and 3rd of the Month,12:30 PM,Until Food Runs Out,No,ID,9/23/2024,,,,39.112371,-77.064846
19815-PART-01,Harvest Gleaners : Harvest Gleaners,Active,2/16/2025,MD,MD Montgomery County,3210 Norbeck Road Silver Spring MD 20906,(301) 503-7397,Thursday,Every Other Week,12:00 PM,Until Food Runs Out,Yes,ID,9/23/2024,Walk up,Loose groceries,,39.112371,-77.064846
19830-PART-01,Community Health Foundation : Community Health Foundation,Active,2/16/2025,MD,MD Prince George's County,9150 Lanham Severn Rd.  Lanham MD 20706,(240) 353-1699,Saturday,Every Other Week,10:00 AM,3:00 PM,No,"ID,Income,Zip Code",10/22/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.9675633,-76.8563501
19833-PART-01,The Sanctuary : The Sanctuary,Active,2/4/2025,MD,MD Prince George's County,5300 Crain Highway Upper Marlboro MD 20772,(301) 752-0778,Saturday,4th of the Month,10:00 AM,12:30 PM,No,ID,10/11/2024,"Drive thru,Home Delivery","Loose groceries,Pre-bagged or boxed groceries",Call ahead! The X Saturday of the month differs,38.8206928,-76.7365884
19841-PART-01,South Lakes High School PTSA Food Pantry : South Lakes High School PTSA Food Pantry : South Lakes High School PTSA Food Pantry,Active,2/24/2025,VA,VA Fairfax County,1133 Reston AVE Herndon VA 20170,(703) 216-6928,Thursday,Every week,4:30 PM,5:30 PM,No,Zip Code,9/27/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",Must be family of student enrolled in South Lakes Pyramid schools.,38.9961397,-77.3418427
19841-PART-01,South Lakes High School PTSA Food Pantry : South Lakes High School PTSA Food Pantry : South Lakes High School PTSA Food Pantry,Active,2/24/2025,VA,VA Fairfax County,1133 Reston AVE Herndon VA 20170,(703) 216-6928,Thursday,Every week,2:30 PM,3:30 PM,No,Zip Code,9/27/2024,Walk up,Loose groceries,Must be a student enrolled at South Lakes High School,38.9961397,-77.3418427
19844-PART-01,Lifehouse Church : Lifehouse Church,Active,2/23/2025,MD,MD Prince George's County,12304 Baltimore Avenue Beltsville MD 20705,(301) 787-4070,Monday,2nd of the Month,12:00 PM,4:00 PM,No,,9/24/2024,,,,39.0540356,-76.8936179
19844-PART-01,Lifehouse Church : Lifehouse Church,Active,2/23/2025,MD,MD Prince George's County,12304 Baltimore Avenue Beltsville MD 20705,(301) 787-4070,Monday,4th of the Month,12:00 PM,4:00 PM,No,,9/24/2024,,,,39.0540356,-76.8936179
19845-PART-01,First Baptist Church of Highland Park : First Baptist Church of Highland Park,Active,1/30/2025,MD,MD Prince George's County,6801 Sheriff Road Landover MD 20785,(301) 773-6655,Saturday,3rd of the Month,9:00 AM,Until Food Runs Out,No,ID,10/3/2024,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,Can make appointments on non-distribution days,38.909774,-76.8908
19849-PART-01,Alexander Memorial Baptist Church : Alexander Memorial Baptist Church,Active,1/31/2025,MD,MD Prince George's County,10675 Crain Highway Upper Marlboro MD 20772,(240) 601-0247,Sunday,Every week,12:00 PM,1:00 PM,No,Income,10/3/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Income reporting for TEFAP only.,38.8206928,-76.7365884
19849-PART-01,Alexander Memorial Baptist Church : Alexander Memorial Baptist Church,Active,1/31/2025,MD,MD Prince George's County,10675 Crain Highway Upper Marlboro MD 20772,(240) 601-0247,Saturday,3rd of the Month,10:00 AM,1:00 PM,No,Income,10/3/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",Income reporting if applying for TEFAP,38.8206928,-76.7365884
19850-PART-01,St. John's Norwood Episcopal Church : Nourishing Bethesda,Active,2/21/2025,MD,MD Montgomery County,5020 Battery Lane Bethesda MD 20814,(301) 437-2752,Thursday,Every week,6:00 PM,8:00 PM,Yes,ID,10/10/2024,,Loose groceries,Eligible clients must live within out 47 square mile geographical service area or work in Bethesda. We reserve the right to require proof of address/or job location.,38.9904825,-77.1028355
19850-PART-01,St. John's Norwood Episcopal Church : Nourishing Bethesda,Active,2/21/2025,MD,MD Montgomery County,5020 Battery Lane Bethesda MD 20814,(301) 437-2752,Friday,Every week,9:30 AM,6:00 PM,Yes,ID,10/10/2024,,Loose groceries,Eligible clients must live within out 47 square mile geographical service area or work in Bethesda. We reserve the right to require proof of address/or job location.,38.9904825,-77.1028355
19855-PART-01,Mollemm Food Pantry : Mollemm Food Pantry,Active,2/19/2025,MD,MD Prince George's County,9721 Good Luck Road Lanham MD 20706,(301) 248-7742,Saturday,3rd of the Month,11:00 AM,11:30 AM,Yes,Zip Code,10/25/2024,Home Delivery,"Loose groceries,Pre-bagged or boxed groceries",This site is for drop off only for senior residents,38.9831296,-76.8411957
19855-PART-01,Mollemm Food Pantry : Mollemm Food Pantry,Active,2/19/2025,MD,MD Prince George's County,9721 Good Luck Road Lanham MD 20706,(301) 248-7742,Sunday,3rd of the Month,12:00 PM,2:00 PM,Yes,Zip Code,10/25/2024,Home Delivery,"Loose groceries,Pre-bagged or boxed groceries",This site is for drop off only for senior residents,38.9831296,-76.8411957
19855-PART-01,Mollemm Food Pantry : Mollemm Food Pantry,Active,2/19/2025,MD,MD Prince George's County,9721 Good Luck Road Lanham MD 20706,(301) 248-7742,Thursday,2nd of the Month,1:00 PM,2:30 PM,Yes,Zip Code,10/25/2024,Home Delivery,Pre-bagged or boxed groceries,This site is for drop off only for senior residents,38.9831296,-76.8411957
19855-PART-01,Mollemm Food Pantry : Mollemm Food Pantry,Active,2/19/2025,MD,MD Prince George's County,9721 Good Luck Road Lanham MD 20706,(301) 248-7742,Tuesday,4th of the Month,10:00 AM,1:00 PM,No,Zip Code,10/25/2024,Home Delivery,"Loose groceries,Pre-bagged or boxed groceries",This site is for pick up only by residents,38.9831296,-76.8411957
19855-PART-01,Mollemm Food Pantry : Mollemm Food Pantry,Active,2/19/2025,MD,MD Prince George's County,9721 Good Luck Road Lanham MD 20706,(301) 248-7742,Wednesday,3rd of the Month,1:00 PM,2:30 PM,Yes,Zip Code,10/25/2024,Home Delivery,,This site is for drop off only for senior residents,38.9831296,-76.8411957
19860-PART-01,Gaithersburg CARES Hub at Seneca Creek Community Church : Seneca Creek Community Church (Gaithersburg CARES),Active,2/24/2025,MD,MD Montgomery County,13 Firstfield Rd Gaithersburg MD 20878,(301) 793-3321,Tuesday,Every week,10:00 AM,4:30 PM,Yes,,10/2/2024,Walk up,Other,,39.140033,-77.225364
19860-PART-01,Gaithersburg CARES Hub at Seneca Creek Community Church : Seneca Creek Community Church (Gaithersburg CARES),Active,2/24/2025,MD,MD Montgomery County,13 Firstfield Rd Gaithersburg MD 20878,(301) 793-3321,Thursday,Every week,10:00 AM,4:30 PM,Yes,,10/2/2024,Walk up,,,39.140033,-77.225364
19860-PART-01,Gaithersburg CARES Hub at Seneca Creek Community Church : Seneca Creek Community Church (Gaithersburg CARES),Active,2/24/2025,MD,MD Montgomery County,13 Firstfield Rd Gaithersburg MD 20878,(301) 793-3321,Friday,Every week,1:00 PM,4:00 PM,Yes,,10/2/2024,Walk up,,,39.140033,-77.225364
19860-PART-01,Gaithersburg CARES Hub at Seneca Creek Community Church : Seneca Creek Community Church (Gaithersburg CARES),Active,2/24/2025,MD,MD Montgomery County,13 Firstfield Rd Gaithersburg MD 20878,(301) 793-3321,Saturday,1st of the Month,9:30 AM,12:30 PM,Yes,,10/2/2024,Walk up,,Our pantry is by appointment. Anyone needing an appointment should call 301-793-3321 and leave a message. We will call them to schedule an appointment.,39.140033,-77.225364
21755-PART-01,Kingdom Global Community Development Corporation : East Montgomery County Hub,Active,2/19/2025,MD,MD Montgomery County,11710 Beltsville Drive Beltsville MD 20705,(202) 352-7114,Thursday,4th of the Month,5:00 PM,7:30 PM,No,ID,10/15/2024,,,"This food distribution takes place at the Enclaves Apartments located at 11225 Oak leaf Drive, Silver Spring MD 20901. Distribution takes place in large parking lot behind pool and adjacent to Leasing Office. .",39.0478892,-76.8734437
21755-PART-01,Kingdom Global Community Development Corporation : East Montgomery County Hub,Active,2/19/2025,MD,MD Montgomery County,11710 Beltsville Drive Beltsville MD 20705,(202) 352-7114,Wednesday,3rd of the Month,5:30 PM,7:00 PM,No,ID,10/15/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries","This food distribution takes place at Jackson Road Elementary School located at 900 Jackson Road, Silver Spring MD 20904. Distribution takes place in parking lot in front of school.",39.0478892,-76.8734437
21755-PART-01,Kingdom Global Community Development Corporation : East Montgomery County Hub,Active,2/19/2025,MD,MD Montgomery County,11710 Beltsville Drive Beltsville MD 20705,(202) 352-7114,Tuesday,2nd and 4th of the Month,5:00 PM,7:00 PM,No,ID,10/15/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries","This food distribution takes place at Windsor Court and Towers Apartments located at 13900 Castle BLVD, Silver Spring MD 20904.",39.0478892,-76.8734437
21755-PART-01,Kingdom Global Community Development Corporation : East Montgomery County Hub,Active,2/19/2025,MD,MD Montgomery County,11710 Beltsville Drive Beltsville MD 20705,(202) 352-7114,Wednesday,4th of the Month,6:00 PM,8:00 PM,Yes,"ID,Zip Code",10/10/2024,,,"Diaper Distribution takes place the last Wednesday of every month at the East County Rec Center located at 3310 Gateshead Manor Way, Silver Spring MD 20904. You must be a resident of Montgomery County and have proof of residency in zipcodes: 20904, 20903, 20905, 20866 and residents of the Enclave.",39.0478892,-76.8734437
21755-PART-01,Kingdom Global Community Development Corporation : East Montgomery County Hub,Active,2/19/2025,MD,MD Montgomery County,11710 Beltsville Drive Beltsville MD 20705,(202) 352-7114,Tuesday,1st and 3rd of the Month,5:00 PM,7:30 PM,No,ID,10/15/2024,,,"This food distribution takes place at White Oak Gardens Apartments located at 11600 Lockwood Drive, Silver Spring MD 20904. Distribution takes place in front of the leasing office.",39.0478892,-76.8734437
21755-PART-01,Kingdom Global Community Development Corporation : East Montgomery County Hub,Active,2/19/2025,MD,MD Montgomery County,11710 Beltsville Drive Beltsville MD 20705,(202) 352-7114,Thursday,1st and 3rd of the Month,5:00 PM,7:00 PM,No,ID,10/3/2024,,,"This food distribution takes place at Galway Elementary School located at 12612 Galway Drive, Silver Spring MD 20904. Distribution takes place in parking lot in front of school.",39.0478892,-76.8734437
21755-PART-01,Kingdom Global Community Development Corporation : East Montgomery County Hub,Active,2/19/2025,MD,MD Montgomery County,11710 Beltsville Drive Beltsville MD 20705,(202) 352-7114,Friday,Every Other Week,1:00 PM,2:00 PM,No,ID,10/10/2024,,,"This food distribution takes place at Spring Parc Apartments located at 17 Featherwood Court, Silver Spring MD 20904. Distribution takes place near the pool and leasing office.",39.0478892,-76.8734437
18762-PART-01,Rainbow Community Development Center : Rainbow Community Development Center,Active,2/21/2025,MD,MD Montgomery County,2120 Industrial Parkway A Silver Spring MD 20904,(301) 625-2561,Thursday,Every week,9:00 AM,12:00 PM,Yes,"ID,Income,Zip Code",9/23/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries","Tuesday and Thursday are by appointment only in zip codes 20901, 20903, 20904, 20905, 20906, 20866, 20868.  Saturdays are open to all MoCo zip codes..  First time clients call 301-625-2561",39.055342,-76.970421
18762-PART-01,Rainbow Community Development Center : Rainbow Community Development Center,Active,2/21/2025,MD,MD Montgomery County,2120 Industrial Parkway A Silver Spring MD 20904,(301) 625-2561,Saturday,4th of the Month,9:00 AM,11:00 AM,No,"ID,Zip Code",9/23/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",Montgomery County residents only,39.055342,-76.970421
18762-PART-01,Rainbow Community Development Center : Rainbow Community Development Center,Active,2/21/2025,MD,MD Montgomery County,2120 Industrial Parkway A Silver Spring MD 20904,(301) 625-2561,Saturday,2nd of the Month,9:00 AM,11:00 AM,No,"ID,Zip Code",9/23/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",,39.055342,-76.970421
18762-PART-01,Rainbow Community Development Center : Rainbow Community Development Center,Active,2/21/2025,MD,MD Montgomery County,2120 Industrial Parkway A Silver Spring MD 20904,(301) 625-2561,Thursday,Every Other Week,9:00 AM,12:00 PM,Yes,"ID,Income,Zip Code",9/23/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries","On Tuesday and Thursday, we serve clients in zip codes 20901, 20903, 20904, 20905, 20906, 20866, 20868",39.055342,-76.970421
19035-PART-01,Edward C Mazique Child Care Center : Edward C Mazique Child Care Center,Active,2/5/2025,DC,DC Ward 2,1719 13th St NW Washington DC 20009,(202) 462-3375,Wednesday,Every week,12:00 PM,4:00 PM,No,,10/3/2024,Walk up,Loose groceries,,38.9132721,-77.0292766
19062-PART-01,Saint Benedict The Moor : Saint Benedict The Moor,Active,1/24/2025,DC,DC Ward 7,320 21st Street NE Washington DC 20002,,Monday,3rd of the Month,9:30 AM,12:00 PM,No,"ID,Income",9/30/2024,Walk up,Pre-bagged or boxed groceries,,38.8942259,-76.9754575
19076-PART-01,Greater New Hope Baptist Church : Greater New Hope Baptist Church,Active,2/5/2025,DC,DC Ward 2,816 8th STREET NW Washington DC 20001,(301) 357-4905,Tuesday,2nd of the Month,11:00 AM,1:00 PM,No,,11/12/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries,Prepared meals",,38.9000706,-77.0230511
15095-PART-01,Dupont Park SDA Church : Dupont Park SDA Church,Active,2/24/2025,DC,DC Ward 7,3942 Alabama Ave SE Washington DC 20019,(301) 980-6274,Tuesday,"1st, 2nd, and 4th of the Month",10:00 AM,12:00 PM,No,,10/22/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",,38.869033,-76.948113
19859-PART-01,Hughes United Methodist Church : Hughes United Methodist Church,Active,2/19/2025,MD,MD Montgomery County,10700 Georgia Ave Wheaton  MD 20902,(301) 949-8383,Tuesday,Every week,9:30 AM,12:00 PM,No,"ID,Zip Code",9/23/2024,"Home Delivery,Walk up",Loose groceries,Montgomery County Residents,39.0307141,-77.0483782
19859-PART-01,Hughes United Methodist Church : Hughes United Methodist Church,Active,2/19/2025,MD,MD Montgomery County,10700 Georgia Ave Wheaton  MD 20902,(301) 949-8383,Wednesday,Every week,9:30 AM,11:00 AM,No,"ID,Zip Code",9/23/2024,"Home Delivery,Walk up",Loose groceries,Montgomery County residents 60 years or older,39.0307141,-77.0483782
19868-PART-01,InterFaith Works : InterFaith Works,Active,2/19/2025,MD,MD Montgomery County,751 Twinbrook Parkway Rockville MD 20851,(240) 370-4984,Thursday,Every week,9:00 AM,4:00 PM,Yes,"ID,Zip Code",9/24/2024,"Home Delivery,Walk up",Loose groceries,,39.0813946,-77.1140424
19868-PART-01,InterFaith Works : InterFaith Works,Active,2/19/2025,MD,MD Montgomery County,751 Twinbrook Parkway Rockville MD 20851,(240) 370-4984,Saturday,Every week,9:00 AM,12:00 PM,Yes,"ID,Zip Code",9/24/2024,"Home Delivery,Walk up",Loose groceries,,39.0813946,-77.1140424
19868-PART-01,InterFaith Works : InterFaith Works,Active,2/19/2025,MD,MD Montgomery County,751 Twinbrook Parkway Rockville MD 20851,(240) 370-4984,Wednesday,Every week,9:00 AM,4:00 PM,Yes,"ID,Zip Code",9/24/2024,"Home Delivery,Walk up",Loose groceries,,39.0813946,-77.1140424
19868-PART-01,InterFaith Works : InterFaith Works,Active,2/19/2025,MD,MD Montgomery County,751 Twinbrook Parkway Rockville MD 20851,(240) 370-4984,Friday,Every week,9:00 AM,4:00 PM,Yes,"ID,Zip Code",9/24/2024,"Home Delivery,Walk up",Loose groceries,,39.0813946,-77.1140424
19868-PART-01,InterFaith Works : InterFaith Works,Active,2/19/2025,MD,MD Montgomery County,751 Twinbrook Parkway Rockville MD 20851,(240) 370-4984,Tuesday,Every week,9:00 AM,4:00 PM,Yes,"ID,Zip Code",9/24/2024,"Home Delivery,Walk up",Loose groceries,,39.0813946,-77.1140424
22052-PART-01,NHT Communities : R Street Apartments,Active,2/5/2025,DC,DC Ward 2,1436 R St NW Washington DC 20009,(202) 621-1617,Thursday,Every week,11:00 AM,4:00 PM,No,,10/4/2024,"Home Delivery,Walk up",Loose groceries,,38.9123712,-77.0340148
